state,district,market,commodity,min_price,max_price,modal_price,date
Bihar,Bihar Central,Bihar APMC,Bajra,1962,2230,2091,2026-07-20
Bihar,Bihar Central,Bihar APMC,Bajra,1870,2343,2116,2026-07-21
Bihar,Bihar Central,Bihar APMC,Bajra,1923,2273,2099,2026-07-22
Bihar,Bihar Central,Bihar APMC,Bajra,1907,2313,2105,2026-07-23
Bihar,Bihar Central,Bihar APMC,Bajra,1908,2353,2107,2026-07-24
Bihar,Bihar Central,Bihar APMC,Bajra,1925,2252,2096,2026-07-25
Bihar,Bihar Central,Bihar APMC,Bajra,1869,2335,2099,2026-07-26
Bihar,Bihar Central,Bihar APMC,Bajra,1972,2334,2099,2026-07-27
Bihar,Bihar Central,Bihar APMC,Bajra,1877,2366,2089,2026-07-28
Bihar,Bihar Central,Bihar APMC,Bajra,2014,2361,2147,2026-07-29
Bihar,Bihar Central,Bihar APMC,Bajra,1896,2394,2136,2026-07-30
Bihar,Bihar Central,Bihar APMC,Bajra,1957,2254,2107,2026-07-31
Bihar,Bihar Central,Bihar APMC,Bajra,1899,2349,2123,2026-08-01
Bihar,Bihar Central,Bihar APMC,Bajra,1936,2302,2139,2026-08-02
Bihar,Bihar Central,Bihar APMC,Bajra,1909,2347,2160,2026-08-03
Bihar,Bihar Central,Bihar APMC,Bajra,1864,2369,2116,2026-08-04
Bihar,Bihar Central,Bihar APMC,Bajra,1991,2254,2123,2026-08-05
Bihar,Bihar Central,Bihar APMC,Bajra,1958,2400,2139,2026-08-06
Bihar,Bihar Central,Bihar APMC,Bajra,1875,2348,2125,2026-08-07
Bihar,Bihar Central,Bihar APMC,Bajra,1980,2456,2190,2026-08-08
Bihar,Bihar Central,Bihar APMC,Bajra,1926,2327,2174,2026-08-09
Bihar,Bihar Central,Bihar APMC,Bajra,1894,2267,2132,2026-08-10
Bihar,Bihar Central,Bihar APMC,Bajra,1994,2406,2176,2026-08-11
Bihar,Bihar Central,Bihar APMC,Bajra,1987,2346,2158,2026-08-12
Bihar,Bihar Central,Bihar APMC,Bajra,1967,2287,2132,2026-08-13
Bihar,Bihar Central,Bihar APMC,Bajra,1886,2372,2142,2026-08-14
Bihar,Bihar Central,Bihar APMC,Bajra,2007,2412,2166,2026-08-15
Bihar,Bihar Central,Bihar APMC,Bajra,1981,2433,2178,2026-08-16
Bihar,Bihar Central,Bihar APMC,Bajra,1945,2329,2161,2026-08-17
Bihar,Bihar Central,Bihar APMC,Bajra,1982,2470,2185,2026-08-18
Bihar,Bihar Central,Bihar APMC,Arhar,6070,7175,6516,2026-02-20
Bihar,Bihar Central,Bihar APMC,Arhar,5939,7351,6512,2026-02-21
Bihar,Bihar Central,Bihar APMC,Arhar,5936,7205,6707,2026-02-22
Bihar,Bihar Central,Bihar APMC,Arhar,5974,7264,6607,2026-02-23
Bihar,Bihar Central,Bihar APMC,Arhar,6189,7359,6600,2026-02-24
Bihar,Bihar Central,Bihar APMC,Arhar,6034,7454,6679,2026-02-25
Bihar,Bihar Central,Bihar APMC,Arhar,6014,7336,6669,2026-02-26
Bihar,Bihar Central,Bihar APMC,Arhar,6270,7452,6711,2026-02-27
Bihar,Bihar Central,Bihar APMC,Arhar,5938,7530,6616,2026-02-28
Bihar,Bihar Central,Bihar APMC,Arhar,6038,7314,6663,2026-03-01
Bihar,Bihar Central,Bihar APMC,Arhar,6176,7519,6741,2026-03-02
Bihar,Bihar Central,Bihar APMC,Arhar,6049,7114,6697,2026-03-03
Bihar,Bihar Central,Bihar APMC,Arhar,6269,7464,6737,2026-03-04
Bihar,Bihar Central,Bihar APMC,Arhar,6011,7386,6769,2026-03-05
Bihar,Bihar Central,Bihar APMC,Arhar,6267,7177,6724,2026-03-06
Bihar,Bihar Central,Bihar APMC,Arhar,6073,7342,6748,2026-03-07
Bihar,Bihar Central,Bihar APMC,Arhar,5983,7337,6770,2026-03-08
Bihar,Bihar Central,Bihar APMC,Arhar,5930,7513,6735,2026-03-09
Bihar,Bihar Central,Bihar APMC,Arhar,6177,7369,6845,2026-03-10
Bihar,Bihar Central,Bihar APMC,Arhar,6315,7695,6841,2026-03-11
Bihar,Bihar Central,Bihar APMC,Arhar,6068,7279,6781,2026-03-12
Bihar,Bihar Central,Bihar APMC,Arhar,6220,7425,6732,2026-03-13
Bihar,Bihar Central,Bihar APMC,Arhar,6344,7629,6764,2026-03-14
Bihar,Bihar Central,Bihar APMC,Arhar,6300,7407,6754,2026-03-15
Bihar,Bihar Central,Bihar APMC,Arhar,5961,7359,6739,2026-03-16
Bihar,Bihar Central,Bihar APMC,Arhar,6317,7472,6900,2026-03-17
Bihar,Bihar Central,Bihar APMC,Arhar,6152,7298,6821,2026-03-18
Bihar,Bihar Central,Bihar APMC,Arhar,6190,7278,6846,2026-03-19
Bihar,Bihar Central,Bihar APMC,Arhar,6187,7513,6809,2026-03-20
Bihar,Bihar Central,Bihar APMC,Arhar,6069,7459,6770,2026-03-21
Bihar,Bihar Central,Bihar APMC,Arhar,6277,7450,6751,2026-03-22
Bihar,Bihar Central,Bihar APMC,Arhar,6179,7799,6867,2026-03-23
Bihar,Bihar Central,Bihar APMC,Arhar,6114,7588,6818,2026-03-24
Bihar,Bihar Central,Bihar APMC,Arhar,6526,7717,6952,2026-03-25
Bihar,Bihar Central,Bihar APMC,Arhar,6203,7767,6859,2026-03-26
Bihar,Bihar Central,Bihar APMC,Arhar,6406,7881,6923,2026-03-27
Bihar,Bihar Central,Bihar APMC,Arhar,6265,7778,6871,2026-03-28
Bihar,Bihar Central,Bihar APMC,Arhar,6363,7529,6969,2026-03-29
Bihar,Bihar Central,Bihar APMC,Arhar,6138,7758,6930,2026-03-30
Bihar,Bihar Central,Bihar APMC,Arhar,5986,7375,6752,2026-03-31
Bihar,Bihar Central,Bihar APMC,Arhar,6412,7492,6891,2026-04-01
Bihar,Bihar Central,Bihar APMC,Arhar,6538,7510,6975,2026-04-02
Bihar,Bihar Central,Bihar APMC,Arhar,6443,7548,6861,2026-04-03
Bihar,Bihar Central,Bihar APMC,Arhar,6507,7642,6945,2026-04-04
Bihar,Bihar Central,Bihar APMC,Arhar,6095,7467,6772,2026-04-05
Bihar,Bihar Central,Bihar APMC,Arhar,6198,7263,6833,2026-04-06
Bihar,Bihar Central,Bihar APMC,Arhar,6398,7605,6865,2026-04-07
Bihar,Bihar Central,Bihar APMC,Arhar,6362,7810,6872,2026-04-08
Bihar,Bihar Central,Bihar APMC,Arhar,6200,7527,6858,2026-04-09
Bihar,Bihar Central,Bihar APMC,Arhar,6422,7598,6878,2026-04-10
Bihar,Bihar Central,Bihar APMC,Arhar,6336,7468,6961,2026-04-11
Bihar,Bihar Central,Bihar APMC,Arhar,6274,7771,6860,2026-04-12
Bihar,Bihar Central,Bihar APMC,Arhar,6245,7382,6919,2026-04-13
Bihar,Bihar Central,Bihar APMC,Arhar,6322,7798,6962,2026-04-14
Bihar,Bihar Central,Bihar APMC,Arhar,6394,7692,6833,2026-04-15
Bihar,Bihar Central,Bihar APMC,Arhar,6301,7348,6862,2026-04-16
Bihar,Bihar Central,Bihar APMC,Arhar,6371,7801,6847,2026-04-17
Bihar,Bihar Central,Bihar APMC,Arhar,6228,7569,6905,2026-04-18
Bihar,Bihar Central,Bihar APMC,Arhar,6444,7348,6903,2026-04-19
Bihar,Bihar Central,Bihar APMC,Arhar,6133,7720,6891,2026-04-20
Bihar,Bihar Central,Bihar APMC,Arhar,6223,7675,6838,2026-04-21
Bihar,Bihar Central,Bihar APMC,Arhar,6158,7789,6895,2026-04-22
Bihar,Bihar Central,Bihar APMC,Arhar,6267,7620,6788,2026-04-23
Bihar,Bihar Central,Bihar APMC,Arhar,6471,7532,6914,2026-04-24
Bihar,Bihar Central,Bihar APMC,Arhar,6293,7811,6905,2026-04-25
Bihar,Bihar Central,Bihar APMC,Arhar,6105,7509,6937,2026-04-26
Bihar,Bihar Central,Bihar APMC,Arhar,6332,7534,6777,2026-04-27
Bihar,Bihar Central,Bihar APMC,Arhar,6221,7704,6847,2026-04-28
Bihar,Bihar Central,Bihar APMC,Arhar,6110,7562,6943,2026-04-29
Bihar,Bihar Central,Bihar APMC,Arhar,5980,7507,6732,2026-04-30
Bihar,Bihar Central,Bihar APMC,Arhar,6099,7232,6717,2026-05-01
Bihar,Bihar Central,Bihar APMC,Arhar,6360,7236,6799,2026-05-02
Bihar,Bihar Central,Bihar APMC,Arhar,6240,7376,6804,2026-05-03
Bihar,Bihar Central,Bihar APMC,Arhar,6427,7417,6852,2026-05-04
Bihar,Bihar Central,Bihar APMC,Arhar,6378,7578,6790,2026-05-05
Bihar,Bihar Central,Bihar APMC,Arhar,6096,7462,6831,2026-05-06
Bihar,Bihar Central,Bihar APMC,Arhar,6204,7418,6703,2026-05-07
Bihar,Bihar Central,Bihar APMC,Arhar,5902,7561,6690,2026-05-08
Bihar,Bihar Central,Bihar APMC,Arhar,6127,7242,6719,2026-05-09
Bihar,Bihar Central,Bihar APMC,Arhar,6065,7510,6773,2026-05-10
Bihar,Bihar Central,Bihar APMC,Arhar,6120,7372,6719,2026-05-11
Bihar,Bihar Central,Bihar APMC,Arhar,6304,7535,6758,2026-05-12
Bihar,Bihar Central,Bihar APMC,Arhar,6057,7602,6688,2026-05-13
Bihar,Bihar Central,Bihar APMC,Arhar,5885,7052,6609,2026-05-14
Bihar,Bihar Central,Bihar APMC,Arhar,6152,7394,6691,2026-05-15
Bihar,Bihar Central,Bihar APMC,Arhar,5956,7462,6737,2026-05-16
Bihar,Bihar Central,Bihar APMC,Arhar,6235,7191,6659,2026-05-17
Bihar,Bihar Central,Bihar APMC,Arhar,6004,7416,6680,2026-05-18
Bihar,Bihar Central,Bihar APMC,Arhar,6202,7068,6648,2026-05-19
Bihar,Bihar Central,Bihar APMC,Arhar,6286,7229,6721,2026-05-20
Bihar,Bihar Central,Bihar APMC,Arhar,6149,7365,6613,2026-05-21
Bihar,Bihar Central,Bihar APMC,Arhar,5934,7553,6664,2026-05-22
Bihar,Bihar Central,Bihar APMC,Arhar,6095,7011,6562,2026-05-23
Bihar,Bihar Central,Bihar APMC,Arhar,5852,7208,6551,2026-05-24
Bihar,Bihar Central,Bihar APMC,Arhar,5995,7335,6568,2026-05-25
Bihar,Bihar Central,Bihar APMC,Arhar,6134,7472,6585,2026-05-26
Bihar,Bihar Central,Bihar APMC,Arhar,5973,7047,6593,2026-05-27
Bihar,Bihar Central,Bihar APMC,Arhar,6099,7532,6611,2026-05-28
Bihar,Bihar Central,Bihar APMC,Arhar,6141,7449,6666,2026-05-29
Bihar,Bihar Central,Bihar APMC,Arhar,5958,7030,6523,2026-05-30
Bihar,Bihar Central,Bihar APMC,Arhar,5834,7084,6525,2026-05-31
Bihar,Bihar Central,Bihar APMC,Arhar,6101,7377,6523,2026-06-01
Bihar,Bihar Central,Bihar APMC,Arhar,5712,7005,6470,2026-06-02
Bihar,Bihar Central,Bihar APMC,Arhar,5947,7171,6480,2026-06-03
Bihar,Bihar Central,Bihar APMC,Arhar,5769,6995,6548,2026-06-04
Bihar,Bihar Central,Bihar APMC,Arhar,5868,6980,6509,2026-06-05
Bihar,Bihar Central,Bihar APMC,Arhar,6005,7242,6465,2026-06-06
Bihar,Bihar Central,Bihar APMC,Arhar,5955,7137,6411,2026-06-07
Bihar,Bihar Central,Bihar APMC,Arhar,6000,6862,6386,2026-06-08
Bihar,Bihar Central,Bihar APMC,Arhar,5779,7010,6473,2026-06-09
Bihar,Bihar Central,Bihar APMC,Arhar,5870,7329,6443,2026-06-10
Bihar,Bihar Central,Bihar APMC,Arhar,5962,7346,6469,2026-06-11
Bihar,Bihar Central,Bihar APMC,Arhar,5901,6793,6337,2026-06-12
Bihar,Bihar Central,Bihar APMC,Arhar,5922,6957,6322,2026-06-13
Bihar,Bihar Central,Bihar APMC,Arhar,5876,6994,6367,2026-06-14
Bihar,Bihar Central,Bihar APMC,Arhar,5871,7041,6399,2026-06-15
Bihar,Bihar Central,Bihar APMC,Arhar,5726,6952,6380,2026-06-16
Bihar,Bihar Central,Bihar APMC,Arhar,5619,7179,6342,2026-06-17
Bihar,Bihar Central,Bihar APMC,Arhar,5885,7076,6293,2026-06-18
Bihar,Bihar Central,Bihar APMC,Arhar,5590,7056,6292,2026-06-19
Bihar,Bihar Central,Bihar APMC,Arhar,5833,6970,6340,2026-06-20
Bihar,Bihar Central,Bihar APMC,Arhar,5891,6791,6391,2026-06-21
Bihar,Bihar Central,Bihar APMC,Arhar,5813,6787,6255,2026-06-22
Bihar,Bihar Central,Bihar APMC,Arhar,5717,6896,6302,2026-06-23
Bihar,Bihar Central,Bihar APMC,Arhar,5840,6712,6298,2026-06-24
Bihar,Bihar Central,Bihar APMC,Arhar,5687,7044,6380,2026-06-25
Bihar,Bihar Central,Bihar APMC,Arhar,5790,6639,6230,2026-06-26
Bihar,Bihar Central,Bihar APMC,Arhar,5686,6911,6376,2026-06-27
Bihar,Bihar Central,Bihar APMC,Arhar,5644,7221,6360,2026-06-28
Bihar,Bihar Central,Bihar APMC,Arhar,5700,7072,6331,2026-06-29
Bihar,Bihar Central,Bihar APMC,Arhar,5765,6971,6194,2026-06-30
Bihar,Bihar Central,Bihar APMC,Arhar,5672,6949,6277,2026-07-01
Bihar,Bihar Central,Bihar APMC,Arhar,5671,7116,6312,2026-07-02
Bihar,Bihar Central,Bihar APMC,Arhar,5542,6585,6206,2026-07-03
Bihar,Bihar Central,Bihar APMC,Arhar,5661,6692,6218,2026-07-04
Bihar,Bihar Central,Bihar APMC,Arhar,5763,6719,6226,2026-07-05
Bihar,Bihar Central,Bihar APMC,Arhar,5906,7169,6289,2026-07-06
Bihar,Bihar Central,Bihar APMC,Arhar,5912,7109,6343,2026-07-07
Bihar,Bihar Central,Bihar APMC,Arhar,5929,6717,6326,2026-07-08
Bihar,Bihar Central,Bihar APMC,Arhar,5672,6699,6218,2026-07-09
Bihar,Bihar Central,Bihar APMC,Arhar,5648,6818,6176,2026-07-10
Bihar,Bihar Central,Bihar APMC,Arhar,5981,7044,6380,2026-07-11
Bihar,Bihar Central,Bihar APMC,Arhar,5642,6833,6226,2026-07-12
Bihar,Bihar Central,Bihar APMC,Arhar,5646,6866,6297,2026-07-13
Bihar,Bihar Central,Bihar APMC,Arhar,5812,6887,6330,2026-07-14
Bihar,Bihar Central,Bihar APMC,Arhar,5706,7039,6348,2026-07-15
Bihar,Bihar Central,Bihar APMC,Arhar,5501,6644,6234,2026-07-16
Bihar,Bihar Central,Bihar APMC,Arhar,5569,6609,6226,2026-07-17
Bihar,Bihar Central,Bihar APMC,Arhar,5565,6895,6298,2026-07-18
Bihar,Bihar Central,Bihar APMC,Arhar,5791,6959,6196,2026-07-19
Bihar,Bihar Central,Bihar APMC,Arhar,5658,6702,6289,2026-07-20
Bihar,Bihar Central,Bihar APMC,Arhar,5878,7066,6256,2026-07-21
Bihar,Bihar Central,Bihar APMC,Arhar,5869,6859,6378,2026-07-22
Bihar,Bihar Central,Bihar APMC,Arhar,5577,6863,6253,2026-07-23
Bihar,Bihar Central,Bihar APMC,Arhar,5892,6810,6397,2026-07-24
Bihar,Bihar Central,Bihar APMC,Arhar,5670,6933,6265,2026-07-25
Bihar,Bihar Central,Bihar APMC,Arhar,5607,6951,6303,2026-07-26
Bihar,Bihar Central,Bihar APMC,Arhar,5986,6796,6404,2026-07-27
Bihar,Bihar Central,Bihar APMC,Arhar,5517,6718,6267,2026-07-28
Bihar,Bihar Central,Bihar APMC,Arhar,5719,7101,6317,2026-07-29
Bihar,Bihar Central,Bihar APMC,Arhar,5749,6855,6355,2026-07-30
Bihar,Bihar Central,Bihar APMC,Arhar,5686,7015,6243,2026-07-31
Bihar,Bihar Central,Bihar APMC,Arhar,5708,7123,6341,2026-08-01
Bihar,Bihar Central,Bihar APMC,Arhar,5666,7102,6347,2026-08-02
Bihar,Bihar Central,Bihar APMC,Arhar,5942,6921,6444,2026-08-03
Bihar,Bihar Central,Bihar APMC,Arhar,5916,6993,6305,2026-08-04
Bihar,Bihar Central,Bihar APMC,Arhar,5833,7098,6367,2026-08-05
Bihar,Bihar Central,Bihar APMC,Arhar,5698,7074,6306,2026-08-06
Bihar,Bihar Central,Bihar APMC,Arhar,5890,7126,6394,2026-08-07
Bihar,Bihar Central,Bihar APMC,Arhar,5709,7048,6391,2026-08-08
Bihar,Bihar Central,Bihar APMC,Arhar,6092,6889,6483,2026-08-09
Bihar,Bihar Central,Bihar APMC,Arhar,5681,6853,6428,2026-08-10
Bihar,Bihar Central,Bihar APMC,Arhar,5849,6924,6376,2026-08-11
Bihar,Bihar Central,Bihar APMC,Arhar,5842,6935,6438,2026-08-12
Bihar,Bihar Central,Bihar APMC,Arhar,6032,7122,6440,2026-08-13
Bihar,Bihar Central,Bihar APMC,Arhar,5760,6969,6491,2026-08-14
Bihar,Bihar Central,Bihar APMC,Arhar,5836,6996,6451,2026-08-15
Bihar,Bihar Central,Bihar APMC,Arhar,5732,7267,6447,2026-08-16
Bihar,Bihar Central,Bihar APMC,Arhar,5802,6929,6459,2026-08-17
Bihar,Bihar Central,Bihar APMC,Arhar,5881,6853,6460,2026-08-18
Bihar,Bihar Central,Bihar APMC,Moong,7251,8785,8069,2026-02-20
Bihar,Bihar Central,Bihar APMC,Moong,7308,8890,8046,2026-02-21
Bihar,Bihar Central,Bihar APMC,Moong,7492,9006,8037,2026-02-22
Bihar,Bihar Central,Bihar APMC,Moong,7494,8660,8117,2026-02-23
Bihar,Bihar Central,Bihar APMC,Moong,7548,8965,8101,2026-02-24
Bihar,Bihar Central,Bihar APMC,Moong,7223,8635,8091,2026-02-25
Bihar,Bihar Central,Bihar APMC,Moong,7294,8703,8193,2026-02-26
Bihar,Bihar Central,Bihar APMC,Moong,7415,9073,8199,2026-02-27
Bihar,Bihar Central,Bihar APMC,Moong,7523,8773,8208,2026-02-28
Bihar,Bihar Central,Bihar APMC,Moong,7553,9339,8202,2026-03-01
Bihar,Bihar Central,Bihar APMC,Moong,7674,9184,8243,2026-03-02
Bihar,Bihar Central,Bihar APMC,Moong,7281,9243,8135,2026-03-03
Bihar,Bihar Central,Bihar APMC,Moong,7209,9041,8132,2026-03-04
Bihar,Bihar Central,Bihar APMC,Moong,7434,8758,8204,2026-03-05
Bihar,Bihar Central,Bihar APMC,Moong,7644,8907,8277,2026-03-06
Bihar,Bihar Central,Bihar APMC,Moong,7627,8781,8278,2026-03-07
Bihar,Bihar Central,Bihar APMC,Moong,7622,8942,8195,2026-03-08
Bihar,Bihar Central,Bihar APMC,Moong,7182,8875,8156,2026-03-09
Bihar,Bihar Central,Bihar APMC,Moong,7784,8932,8313,2026-03-10
Bihar,Bihar Central,Bihar APMC,Moong,7380,8887,8282,2026-03-11
Bihar,Bihar Central,Bihar APMC,Moong,7427,8859,8300,2026-03-12
Bihar,Bihar Central,Bihar APMC,Moong,7423,8908,8234,2026-03-13
Bihar,Bihar Central,Bihar APMC,Moong,7401,9089,8340,2026-03-14
Bihar,Bihar Central,Bihar APMC,Moong,7790,9407,8324,2026-03-15
Bihar,Bihar Central,Bihar APMC,Moong,7466,9420,8434,2026-03-16
Bihar,Bihar Central,Bihar APMC,Moong,7777,9141,8288,2026-03-17
Bihar,Bihar Central,Bihar APMC,Moong,7584,9147,8262,2026-03-18
Bihar,Bihar Central,Bihar APMC,Moong,7682,8877,8359,2026-03-19
Bihar,Bihar Central,Bihar APMC,Moong,7594,9162,8510,2026-03-20
Bihar,Bihar Central,Bihar APMC,Moong,7574,9435,8448,2026-03-21
Bihar,Bihar Central,Bihar APMC,Moong,7587,9575,8452,2026-03-22
Bihar,Bihar Central,Bihar APMC,Moong,7776,9181,8411,2026-03-23
Bihar,Bihar Central,Bihar APMC,Moong,7855,9090,8380,2026-03-24
Bihar,Bihar Central,Bihar APMC,Moong,7536,9005,8376,2026-03-25
Bihar,Bihar Central,Bihar APMC,Moong,7530,9148,8369,2026-03-26
Bihar,Bihar Central,Bihar APMC,Moong,7672,9254,8468,2026-03-27
Bihar,Bihar Central,Bihar APMC,Moong,7904,9560,8507,2026-03-28
Bihar,Bihar Central,Bihar APMC,Moong,7465,9469,8425,2026-03-29
Bihar,Bihar Central,Bihar APMC,Moong,7979,9419,8495,2026-03-30
Bihar,Bihar Central,Bihar APMC,Moong,7738,9456,8441,2026-03-31
Bihar,Bihar Central,Bihar APMC,Moong,7770,9130,8395,2026-04-01
Bihar,Bihar Central,Bihar APMC,Moong,7465,9122,8406,2026-04-02
Bihar,Bihar Central,Bihar APMC,Moong,7800,9327,8461,2026-04-03
Bihar,Bihar Central,Bihar APMC,Moong,7914,9551,8436,2026-04-04
Bihar,Bihar Central,Bihar APMC,Moong,7688,9169,8503,2026-04-05
Bihar,Bihar Central,Bihar APMC,Moong,7551,9401,8447,2026-04-06
Bihar,Bihar Central,Bihar APMC,Moong,7907,9114,8584,2026-04-07
Bihar,Bihar Central,Bihar APMC,Moong,7460,9313,8447,2026-04-08
Bihar,Bihar Central,Bihar APMC,Moong,7741,9383,8478,2026-04-09
Bihar,Bihar Central,Bihar APMC,Moong,7518,9301,8371,2026-04-10
Bihar,Bihar Central,Bihar APMC,Moong,7541,9426,8458,2026-04-11
Bihar,Bihar Central,Bihar APMC,Moong,7977,9176,8521,2026-04-12
Bihar,Bihar Central,Bihar APMC,Moong,7762,9176,8399,2026-04-13
Bihar,Bihar Central,Bihar APMC,Moong,7431,9502,8409,2026-04-14
Bihar,Bihar Central,Bihar APMC,Moong,7486,9003,8312,2026-04-15
Bihar,Bihar Central,Bihar APMC,Moong,7689,9212,8475,2026-04-16
Bihar,Bihar Central,Bihar APMC,Moong,7847,9238,8526,2026-04-17
Bihar,Bihar Central,Bihar APMC,Moong,7696,9515,8442,2026-04-18
Bihar,Bihar Central,Bihar APMC,Moong,7633,9573,8551,2026-04-19
Bihar,Bihar Central,Bihar APMC,Moong,7780,9601,8468,2026-04-20
Bihar,Bihar Central,Bihar APMC,Moong,7472,9331,8443,2026-04-21
Bihar,Bihar Central,Bihar APMC,Moong,7633,9121,8360,2026-04-22
Bihar,Bihar Central,Bihar APMC,Moong,7675,8827,8301,2026-04-23
Bihar,Bihar Central,Bihar APMC,Moong,7809,9464,8398,2026-04-24
Bihar,Bihar Central,Bihar APMC,Moong,7678,8877,8366,2026-04-25
Bihar,Bihar Central,Bihar APMC,Moong,7813,9383,8394,2026-04-26
Bihar,Bihar Central,Bihar APMC,Moong,7511,9348,8481,2026-04-27
Bihar,Bihar Central,Bihar APMC,Moong,7517,9530,8376,2026-04-28
Bihar,Bihar Central,Bihar APMC,Moong,7844,9116,8381,2026-04-29
Bihar,Bihar Central,Bihar APMC,Moong,7833,9108,8387,2026-04-30
Bihar,Bihar Central,Bihar APMC,Moong,7395,9140,8394,2026-05-01
Bihar,Bihar Central,Bihar APMC,Moong,7386,9554,8383,2026-05-02
Bihar,Bihar Central,Bihar APMC,Moong,7719,8956,8323,2026-05-03
Bihar,Bihar Central,Bihar APMC,Moong,7490,9133,8239,2026-05-04
Bihar,Bihar Central,Bihar APMC,Moong,7475,8965,8325,2026-05-05
Bihar,Bihar Central,Bihar APMC,Moong,7535,9014,8249,2026-05-06
Bihar,Bihar Central,Bihar APMC,Moong,7313,8791,8130,2026-05-07
Bihar,Bihar Central,Bihar APMC,Moong,7525,9271,8246,2026-05-08
Bihar,Bihar Central,Bihar APMC,Moong,7439,8725,8189,2026-05-09
Bihar,Bihar Central,Bihar APMC,Moong,7562,9034,8202,2026-05-10
Bihar,Bihar Central,Bihar APMC,Moong,7572,8649,8105,2026-05-11
Bihar,Bihar Central,Bihar APMC,Moong,7657,8954,8214,2026-05-12
Bihar,Bihar Central,Bihar APMC,Moong,7291,9267,8227,2026-05-13
Bihar,Bihar Central,Bihar APMC,Moong,7578,8744,8229,2026-05-14
Bihar,Bihar Central,Bihar APMC,Moong,7542,9182,8201,2026-05-15
Bihar,Bihar Central,Bihar APMC,Moong,7483,9020,8106,2026-05-16
Bihar,Bihar Central,Bihar APMC,Moong,7326,9267,8180,2026-05-17
Bihar,Bihar Central,Bihar APMC,Moong,7256,8971,8236,2026-05-18
Bihar,Bihar Central,Bihar APMC,Moong,7134,8622,8094,2026-05-19
Bihar,Bihar Central,Bihar APMC,Moong,7552,9346,8219,2026-05-20
Bihar,Bihar Central,Bihar APMC,Moong,7306,8780,8126,2026-05-21
Bihar,Bihar Central,Bihar APMC,Moong,7295,8956,8279,2026-05-22
Bihar,Bihar Central,Bihar APMC,Moong,7068,8922,7985,2026-05-23
Bihar,Bihar Central,Bihar APMC,Moong,7512,9131,8046,2026-05-24
Bihar,Bihar Central,Bihar APMC,Moong,7407,8564,8013,2026-05-25
Bihar,Bihar Central,Bihar APMC,Moong,7401,9027,8043,2026-05-26
Bihar,Bihar Central,Bihar APMC,Moong,7234,9159,8077,2026-05-27
Bihar,Bihar Central,Bihar APMC,Moong,7194,9146,8077,2026-05-28
Bihar,Bihar Central,Bihar APMC,Moong,7384,8422,7944,2026-05-29
Bihar,Bihar Central,Bihar APMC,Moong,7397,8599,7955,2026-05-30
Bihar,Bihar Central,Bihar APMC,Moong,7350,8702,7990,2026-05-31
Bihar,Bihar Central,Bihar APMC,Moong,7067,9010,7999,2026-06-01
Bihar,Bihar Central,Bihar APMC,Moong,7249,8694,7914,2026-06-02
Bihar,Bihar Central,Bihar APMC,Moong,7008,8417,7858,2026-06-03
Bihar,Bihar Central,Bihar APMC,Moong,7228,8427,7903,2026-06-04
Bihar,Bihar Central,Bihar APMC,Moong,7231,8903,7893,2026-06-05
Bihar,Bihar Central,Bihar APMC,Moong,6963,8862,7819,2026-06-06
Bihar,Bihar Central,Bihar APMC,Moong,6965,8872,7856,2026-06-07
Bihar,Bihar Central,Bihar APMC,Moong,7109,8812,7831,2026-06-08
Bihar,Bihar Central,Bihar APMC,Moong,7257,8636,7858,2026-06-09
Bihar,Bihar Central,Bihar APMC,Moong,7208,8799,7899,2026-06-10
Bihar,Bihar Central,Bihar APMC,Moong,7188,8563,7868,2026-06-11
Bihar,Bihar Central,Bihar APMC,Moong,6994,8353,7717,2026-06-12
Bihar,Bihar Central,Bihar APMC,Moong,6955,8510,7838,2026-06-13
Bihar,Bihar Central,Bihar APMC,Moong,7190,8350,7775,2026-06-14
Bihar,Bihar Central,Bihar APMC,Moong,7111,8397,7854,2026-06-15
Bihar,Bihar Central,Bihar APMC,Moong,7146,8398,7798,2026-06-16
Bihar,Bihar Central,Bihar APMC,Moong,6997,8697,7703,2026-06-17
Bihar,Bihar Central,Bihar APMC,Moong,7255,8568,7728,2026-06-18
Bihar,Bihar Central,Bihar APMC,Moong,7046,8491,7759,2026-06-19
Bihar,Bihar Central,Bihar APMC,Moong,7191,8530,7685,2026-06-20
Bihar,Bihar Central,Bihar APMC,Moong,6897,8553,7741,2026-06-21
Bihar,Bihar Central,Bihar APMC,Moong,7151,8399,7816,2026-06-22
Bihar,Bihar Central,Bihar APMC,Moong,7143,8300,7797,2026-06-23
Bihar,Bihar Central,Bihar APMC,Moong,7147,8798,7775,2026-06-24
Bihar,Bihar Central,Bihar APMC,Moong,7296,8922,7837,2026-06-25
Bihar,Bihar Central,Bihar APMC,Moong,6773,8646,7672,2026-06-26
Bihar,Bihar Central,Bihar APMC,Moong,7001,8662,7699,2026-06-27
Bihar,Bihar Central,Bihar APMC,Moong,7029,8639,7624,2026-06-28
Bihar,Bihar Central,Bihar APMC,Moong,6702,8547,7571,2026-06-29
Bihar,Bihar Central,Bihar APMC,Moong,6876,8115,7629,2026-06-30
Bihar,Bihar Central,Bihar APMC,Moong,6811,8490,7732,2026-07-01
Bihar,Bihar Central,Bihar APMC,Moong,7046,8251,7676,2026-07-02
Bihar,Bihar Central,Bihar APMC,Moong,7187,8731,7731,2026-07-03
